date,home_team,visitor_team,h1_total,h2_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h2_spread,q1_spread,q2_spread,q3_spread,q4_spread
2024-10-30,Washington Wizards,Atlanta Hawks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,4.75,4.75,2.375,2.375,2.375,2.375
2024-11-01,Toronto Raptors,Los Angeles Lakers,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,4.0,4.0,2.0,2.0,2.0,2.0
2024-11-01,Charlotte Hornets,Boston Celtics,116.93356948738177,114.77142379984242,58.51893978673893,58.41462970064285,58.8250171987546,55.946406601087816,5.5,5.5,2.75,2.75,2.75,2.75
2024-11-01,Atlanta Hawks,Sacramento Kings,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,2.75,2.75,1.375,1.375,1.375,1.375
2024-11-01,Detroit Pistons,New York Knicks,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,3.25,3.25,1.625,1.625,1.625,1.625
2024-11-01,Cleveland Cavaliers,Orlando Magic,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
2024-11-01,Brooklyn Nets,Chicago Bulls,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2024-11-02,Toronto Raptors,Sacramento Kings,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,4.75,4.75,2.375,2.375,2.375,2.375
2024-11-02,Philadelphia 76ers,Memphis Grizzlies,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,0.75,0.75,0.375,0.375,0.375,0.375
2024-11-02,Charlotte Hornets,Boston Celtics,106.1435620024946,104.18092761230331,53.1191234544862,53.024438548008426,53.3969576718309,50.78396994047242,4.75,4.75,2.375,2.375,2.375,2.375
2024-11-03,Brooklyn Nets,Detroit Pistons,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2024-11-09,San Antonio Spurs,Utah Jazz,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2024-11-10,Milwaukee Bucks,Boston Celtics,114.92612623437951,112.80109892774212,57.51432279469191,57.41180343968761,57.81514565886182,54.9859532688803,1.5,1.5,0.75,0.75,0.75,0.75
2024-11-10,Orlando Magic,Washington Wizards,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-11-10,Indiana Pacers,New York Knicks,113.92240460787838,111.81593649169197,57.0120142986684,56.91039030920999,57.31020988891543,54.50572660277654,1.5,1.5,0.75,0.75,0.75,0.75
2024-11-10,Detroit Pistons,Houston Rockets,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,2.0,2.0,1.0,1.0,1.0,1.0
2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,4.5,4.5,2.25,2.25,2.25,2.25
2024-11-16,Charlotte Hornets,Milwaukee Bucks,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,2.0,2.0,1.0,1.0,1.0,1.0
2024-11-17,Portland Trail Blazers,Atlanta Hawks,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,3.75,3.75,1.875,1.875,1.875,1.875
2024-11-17,Minnesota Timberwolves,Phoenix Suns,111.66403094825083,109.59932101057913,55.8818201826155,55.78221076563534,56.174104406536046,53.42521660404309,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2024-11-17,Washington Wizards,Detroit Pistons,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,2.5,2.5,1.25,1.25,1.25,1.25
2024-11-17,Cleveland Cavaliers,Charlotte Hornets,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2024-11-17,Indiana Pacers,Miami Heat,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-11-17,Memphis Grizzlies,Denver Nuggets,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2024-11-23,Utah Jazz,New York Knicks,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-11-23,Houston Rockets,Portland Trail Blazers,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-6.5,-6.5,-3.25,-3.25,-3.25,-3.25
2024-11-24,Philadelphia 76ers,Los Angeles Clippers,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,3.75,3.75,1.875,1.875,1.875,1.875
2024-11-24,Boston Celtics,Minnesota Timberwolves,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2024-11-24,Indiana Pacers,Washington Wizards,120.697525586761,118.46578293503048,60.40259664682709,60.29492893993393,60.71852633605357,57.74725659897691,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-11-24,Miami Heat,Dallas Mavericks,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2024-11-29,Charlotte Hornets,New York Knicks,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,6.0,6.0,3.0,3.0,3.0,3.0
2024-11-29,Atlanta Hawks,Cleveland Cavaliers,123.45776005963911,121.1749796341684,61.78394501089175,61.673815048747386,62.10709970340615,59.067879930762246,3.5,3.5,1.75,1.75,1.75,1.75
2024-11-29,Memphis Grizzlies,New Orleans Pelicans,112.91868298137724,110.83077405564183,56.50970580264489,56.408977178732364,56.80527411896904,54.02549993667279,-5.5,-5.5,-2.75,-2.75,-2.75,-2.75
2024-11-30,Charlotte Hornets,Atlanta Hawks,106.1435620024946,104.18092761230331,53.1191234544862,53.024438548008426,53.3969576718309,50.78396994047242,1.25,1.25,0.625,0.625,0.625,0.625
2024-12-01,Brooklyn Nets,Orlando Magic,104.38704915611763,102.45689334921555,52.24008358644505,52.14696556967259,52.51332007442471,49.94357327479084,4.25,4.25,2.125,2.125,2.125,2.125
2024-12-01,Memphis Grizzlies,Indiana Pacers,121.70124721326214,119.45094537108064,60.9049051428506,60.79634207041155,61.223462105999964,58.227483265080664,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-12-01,Cleveland Cavaliers,Boston Celtics,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2024-12-01,New York Knicks,New Orleans Pelicans,106.1435620024946,104.18092761230331,53.1191234544862,53.024438548008426,53.3969576718309,50.78396994047242,-12.25,-12.25,-6.125,-6.125,-6.125,-6.125
2024-12-01,Toronto Raptors,Miami Heat,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,2.25,2.25,1.125,1.125,1.125,1.125
2024-12-07,Charlotte Hornets,Cleveland Cavaliers,110.91123972837498,108.86044918354152,55.50508881059787,55.406150917777126,55.79540257907625,53.065046604465266,5.75,5.75,2.875,2.875,2.875,2.875
2024-12-08,Brooklyn Nets,Milwaukee Bucks,110.91123972837498,108.86044918354152,55.50508881059787,55.406150917777126,55.79540257907625,53.065046604465266,3.5,3.5,1.75,1.75,1.75,1.75
2024-12-08,Chicago Bulls,Philadelphia 76ers,115.42798704763007,113.2936801457672,57.765477042703665,57.66251000492642,58.067613543835016,55.22606660193218,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2024-12-08,Indiana Pacers,Charlotte Hornets,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
2024-12-08,Atlanta Hawks,Denver Nuggets,120.19566477351044,117.97320171700541,60.15144239881534,60.04422237469512,60.46605845108038,57.50714326592503,3.25,3.25,1.625,1.625,1.625,1.625
2024-12-08,Miami Heat,Cleveland Cavaliers,112.91868298137724,110.83077405564183,56.50970580264489,56.408977178732364,56.80527411896904,54.02549993667279,1.75,1.75,0.875,0.875,0.875,0.875
2024-12-08,Orlando Magic,Phoenix Suns,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2024-12-14,Milwaukee Bucks,Atlanta Hawks,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2024-12-15,Washington Wizards,Boston Celtics,113.92240460787838,111.81593649169197,57.0120142986684,56.91039030920999,57.31020988891543,54.50572660277654,13.25,13.25,6.625,6.625,6.625,6.625
2024-12-15,Indiana Pacers,New Orleans Pelicans,113.92240460787838,111.81593649169197,57.0120142986684,56.91039030920999,57.31020988891543,54.50572660277654,-3.0,-3.0,-1.5,-1.5,-1.5,-1.5
2024-12-15,Orlando Magic,New York Knicks,108.40193566212216,106.39754309341615,54.24931757053909,54.15261809158307,54.533063154210275,51.86447993920587,2.25,2.25,1.125,1.125,1.125,1.125
2024-12-21,Sacramento Kings,Los Angeles Lakers,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-12-22,Toronto Raptors,Houston Rockets,111.91496135487611,109.84561161959168,56.00739730662138,55.90756404825475,56.300338349022645,53.54527327056903,1.25,1.25,0.625,0.625,0.625,0.625
2024-12-22,Sacramento Kings,Indiana Pacers,118.43915192713347,116.24916745391765,59.272402530774194,59.16674939635928,59.58242085367419,56.66674660024346,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2024-12-25,Boston Celtics,Philadelphia 76ers,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2024-12-25,New York Knicks,San Antonio Spurs,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-12-25,Dallas Mavericks,Minnesota Timberwolves,110.91123972837498,108.86044918354152,55.50508881059787,55.406150917777126,55.79540257907625,53.065046604465266,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2024-12-28,Atlanta Hawks,Miami Heat,113.4205437946278,111.32335527366689,56.760860050656646,56.65968374397118,57.05774200394223,54.26561326972466,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2024-12-28,Charlotte Hornets,Oklahoma City Thunder,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,7.75,7.75,3.875,3.875,3.875,3.875
2024-12-29,Boston Celtics,Indiana Pacers,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-12-29,Toronto Raptors,Atlanta Hawks,120.697525586761,118.46578293503048,60.40259664682709,60.29492893993393,60.71852633605357,57.74725659897691,1.75,1.75,0.875,0.875,0.875,0.875
2024-12-31,Indiana Pacers,Milwaukee Bucks,114.92612623437951,112.80109892774212,57.51432279469191,57.41180343968761,57.81514565886182,54.9859532688803,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2024-12-31,Boston Celtics,Toronto Raptors,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-9.0,-9.0,-4.5,-4.5,-4.5,-4.5
2025-01-04,Brooklyn Nets,Philadelphia 76ers,104.63797956274291,102.70318395822808,52.36566071045093,52.272318852291995,52.639554016911305,50.06362994131678,6.75,6.75,3.375,3.375,3.375,3.375
2025-01-05,Orlando Magic,Utah Jazz,101.12495386998896,99.25511543205256,50.607580974368645,50.51737289562032,50.87227882209894,48.38283660995363,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-01-05,Washington Wizards,New Orleans Pelicans,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,2.0,2.0,1.0,1.0,1.0,1.0
2025-01-05,Cleveland Cavaliers,Charlotte Hornets,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-13.25,-13.25,-6.625,-6.625,-6.625,-6.625
2025-01-05,Oklahoma City Thunder,Boston Celtics,111.66403094825083,109.59932101057913,55.8818201826155,55.78221076563534,56.174104406536046,53.42521660404309,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2025-01-11,Phoenix Suns,Utah Jazz,111.66403094825083,109.59932101057913,55.8818201826155,55.78221076563534,56.174104406536046,53.42521660404309,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-01-12,Washington Wizards,Oklahoma City Thunder,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,8.0,8.0,4.0,4.0,4.0,4.0
2025-01-12,Orlando Magic,Philadelphia 76ers,98.11378899048556,96.29962812390211,49.100655486298116,49.01313350418746,49.357471512259764,46.94215661164235,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2025-01-12,Boston Celtics,New Orleans Pelicans,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-6.75,-6.75,-3.375,-3.375,-3.375,-3.375
2025-01-12,Cleveland Cavaliers,Indiana Pacers,119.94473436688516,117.72691110799286,60.02586527480946,59.91886909207572,60.33982450859378,57.38708659939909,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-01-12,Chicago Bulls,Sacramento Kings,120.19566477351044,117.97320171700541,60.15144239881534,60.04422237469512,60.46605845108038,57.50714326592503,1.5,1.5,0.75,0.75,0.75,0.75
2025-01-12,Dallas Mavericks,Denver Nuggets,114.42426542112894,112.30851770971705,57.263168546680156,57.1610968744488,57.56267777388862,54.74583993582842,1.75,1.75,0.875,0.875,0.875,0.875
2025-01-12,New York Knicks,Milwaukee Bucks,113.92240460787838,111.81593649169197,57.0120142986684,56.91039030920999,57.31020988891543,54.50572660277654,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2025-01-18,Detroit Pistons,Phoenix Suns,115.42798704763007,113.2936801457672,57.765477042703665,57.66251000492642,58.067613543835016,55.22606660193218,0.75,0.75,0.375,0.375,0.375,0.375
2025-01-19,Miami Heat,San Antonio Spurs,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-01-19,Orlando Magic,Denver Nuggets,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,2.25,2.25,1.125,1.125,1.125,1.125
2025-01-20,Charlotte Hornets,Dallas Mavericks,111.41310054162555,109.3530304015666,55.75624305860963,55.65685748301593,56.04787046404945,53.305159937517146,2.5,2.5,1.25,1.25,1.25,1.25
2025-01-20,Houston Rockets,Detroit Pistons,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-01-20,Memphis Grizzlies,Minnesota Timberwolves,117.18449989400705,115.01771440885496,58.644516910744805,58.539982983262256,58.9512511412412,56.066463267613756,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2025-01-20,New York Knicks,Atlanta Hawks,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2025-01-20,Cleveland Cavaliers,Phoenix Suns,118.94101274038402,116.74174867194272,59.52355677878595,59.417455961598094,59.834888738647386,56.90685993329533,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2025-01-20,Golden State Warriors,Boston Celtics,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,15.25,15.25,7.625,7.625,7.625,7.625
2025-01-23,Indiana Pacers,San Antonio Spurs,115.42798704763007,113.2936801457672,57.765477042703665,57.66251000492642,58.067613543835016,55.22606660193218,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2025-01-25,Brooklyn Nets,Miami Heat,100.62309305673838,98.7625342140275,50.356426726356894,50.26666633038151,50.61981093712574,48.14272327690175,3.75,3.75,1.875,1.875,1.875,1.875
2025-01-25,Dallas Mavericks,Boston Celtics,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,3.75,3.75,1.875,1.875,1.875,1.875
2025-01-25,Minnesota Timberwolves,Denver Nuggets,114.92612623437951,112.80109892774212,57.51432279469191,57.41180343968761,57.81514565886182,54.9859532688803,1.25,1.25,0.625,0.625,0.625,0.625
2025-01-25,San Antonio Spurs,Indiana Pacers,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,0.75,0.75,0.375,0.375,0.375,0.375
2025-01-26,Portland Trail Blazers,Oklahoma City Thunder,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,5.75,5.75,2.875,2.875,2.875,2.875
2025-02-01,Utah Jazz,Orlando Magic,102.63053630974065,100.73285908612779,51.36104371840391,51.26949259133675,51.62968247701853,49.10317660910926,-6.25,-6.25,-3.125,-3.125,-3.125,-3.125
2025-02-01,Indiana Pacers,Atlanta Hawks,126.7198553457678,124.37675755133138,63.41644762296816,63.303407722799655,63.74814095573192,60.62861659559946,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-02-02,Detroit Pistons,Chicago Bulls,116.93356948738177,114.77142379984242,58.51893978673893,58.41462970064285,58.8250171987546,55.946406601087816,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2025-02-02,Cleveland Cavaliers,Dallas Mavericks,118.94101274038402,116.74174867194272,59.52355677878595,59.417455961598094,59.834888738647386,56.90685993329533,-6.0,-6.0,-3.0,-3.0,-3.0,-3.0
2025-02-02,Toronto Raptors,Los Angeles Clippers,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,2.5,2.5,1.25,1.25,1.25,1.25
2025-02-02,Philadelphia 76ers,Boston Celtics,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,5.25,5.25,2.625,2.625,2.625,2.625
2025-02-08,Los Angeles Lakers,Indiana Pacers,116.93356948738177,114.77142379984242,58.51893978673893,58.41462970064285,58.8250171987546,55.946406601087816,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-02-08,Dallas Mavericks,Houston Rockets,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0
2025-02-09,Detroit Pistons,Charlotte Hornets,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-02-09,Houston Rockets,Toronto Raptors,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-5.0,-5.0,-2.5,-2.5,-2.5,-2.5
2025-02-09,Milwaukee Bucks,Philadelphia 76ers,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2025-02-12,Chicago Bulls,Detroit Pistons,118.94101274038402,116.74174867194272,59.52355677878595,59.417455961598094,59.834888738647386,56.90685993329533,2.5,2.5,1.25,1.25,1.25,1.25
2025-02-13,New Orleans Pelicans,Sacramento Kings,119.4428735536346,117.2343298899678,59.7747110267977,59.6681625268369,60.08735662362058,57.14697326634721,3.25,3.25,1.625,1.625,1.625,1.625
2025-02-22,Chicago Bulls,Phoenix Suns,121.70124721326214,119.45094537108064,60.9049051428506,60.79634207041155,61.223462105999964,58.227483265080664,2.75,2.75,1.375,1.375,1.375,1.375
2025-02-23,Milwaukee Bucks,Miami Heat,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2025-02-23,Boston Celtics,New York Knicks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-02-23,Orlando Magic,Washington Wizards,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-6.0,-6.0,-3.0,-3.0,-3.0,-3.0
2025-02-23,Atlanta Hawks,Detroit Pistons,121.70124721326214,119.45094537108064,60.9049051428506,60.79634207041155,61.223462105999964,58.227483265080664,0.75,0.75,0.375,0.375,0.375,0.375
2025-02-23,Indiana Pacers,Los Angeles Clippers,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2025-02-23,Toronto Raptors,Phoenix Suns,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,0.5,0.5,0.25,0.25,0.25,0.25
2025-02-23,Golden State Warriors,Dallas Mavericks,116.4317086741312,114.27884258181734,58.267785538727175,58.16392313540404,58.57254931378141,55.706293268035935,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2025-02-26,Brooklyn Nets,Oklahoma City Thunder,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,7.75,7.75,3.875,3.875,3.875,3.875
2025-02-28,Phoenix Suns,New Orleans Pelicans,118.94101274038402,116.74174867194272,59.52355677878595,59.417455961598094,59.834888738647386,56.90685993329533,-3.5,-3.5,-1.75,-1.75,-1.75,-1.75
2025-03-01,Charlotte Hornets,Washington Wizards,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0
2025-03-02,Miami Heat,New York Knicks,112.41682216812669,110.33819283761675,56.25855155463314,56.158270613493556,56.55280623399584,53.78538660362091,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-02,Orlando Magic,Toronto Raptors,103.13239712299122,101.22544030415287,51.612197966415664,51.520199156575565,51.88215036199172,49.34328994216114,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-03-02,Indiana Pacers,Chicago Bulls,127.72357697226893,125.36191998738153,63.918756118991666,63.80482085327728,64.25307672567831,61.108843261703214,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-03-02,Cleveland Cavaliers,Portland Trail Blazers,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2025-03-02,Boston Celtics,Denver Nuggets,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-08,Charlotte Hornets,Brooklyn Nets,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,4.75,4.75,2.375,2.375,2.375,2.375
2025-03-09,Dallas Mavericks,Phoenix Suns,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,3.5,3.5,1.75,1.75,1.75,1.75
2025-03-09,Oklahoma City Thunder,Denver Nuggets,121.19938640001158,118.95836415305556,60.65375089483885,60.54563550517274,60.970994221026764,57.98736993202879,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-03-09,New Orleans Pelicans,Memphis Grizzlies,121.70124721326214,119.45094537108064,60.9049051428506,60.79634207041155,61.223462105999964,58.227483265080664,4.25,4.25,2.125,2.125,2.125,2.125
2025-03-09,Philadelphia 76ers,Utah Jazz,118.69008233375875,116.49545806293018,59.39797965478007,59.29210267897869,59.708654796160786,56.7868032667694,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-03-10,Atlanta Hawks,Philadelphia 76ers,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-03-10,Boston Celtics,Utah Jazz,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2025-03-10,Brooklyn Nets,Los Angeles Lakers,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,2.75,2.75,1.375,1.375,1.375,1.375
2025-03-10,Miami Heat,Charlotte Hornets,108.40193566212216,106.39754309341615,54.24931757053909,54.15261809158307,54.533063154210275,51.86447993920587,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2025-03-10,Toronto Raptors,Washington Wizards,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2025-03-11,Detroit Pistons,Washington Wizards,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-9.25,-9.25,-4.625,-4.625,-4.625,-4.625
2025-03-11,Cleveland Cavaliers,Brooklyn Nets,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-8.75,-8.75,-4.375,-4.375,-4.375,-4.375
2025-03-11,Indiana Pacers,Milwaukee Bucks,118.18822152050818,116.0028768449051,59.146825406768315,59.04139611373988,59.456186911187594,56.546689933717516,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2025-03-12,Atlanta Hawks,Charlotte Hornets,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2025-03-12,Boston Celtics,Oklahoma City Thunder,114.92612623437951,112.80109892774212,57.51432279469191,57.41180343968761,57.81514565886182,54.9859532688803,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2025-03-12,Toronto Raptors,Philadelphia 76ers,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2025-03-13,Detroit Pistons,Washington Wizards,121.19938640001158,118.95836415305556,60.65375089483885,60.54563550517274,60.970994221026764,57.98736993202879,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2025-03-13,Milwaukee Bucks,Los Angeles Lakers,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
